ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCertificado	vercertificado	1591037009059	 	3.3.1
USER	VerCertificado	728	END	1591037066299	1591037124080
USER	VerCertificado	742	END	1591037067388	1591037124080
USER	VerCertificado	750	END	1591037068142	1591037124080
USER	VerCertificado	733	END	1591037066697	1591037124255
USER	VerCertificado	715	END	1591037065323	1591037124548
USER	VerCertificado	737	END	1591037066996	1591037124715
REQUEST	1029		IniciadoOwner Redirect 1	1591037123436	1591037125507	OK	 
REQUEST	1087		IniciadoOwner	1591037122401	1591037125508	OK	 
REQUEST	985		MisCursos	1591037123435	1591037125512	OK	 
REQUEST	921		MisCursos	1591037123104	1591037125515	OK	 
REQUEST	1087		IniciadoOwner Redirect 1	1591037125508	1591037125521	OK	 
REQUEST	905		MisCursos	1591037123434	1591037125523	OK	 
REQUEST	914		MisCursos	1591037122741	1591037125528	OK	 
REQUEST	929		MisCursos	1591037122265	1591037125528	OK	 
REQUEST	837		MiCertificado	1591037122034	1591037125531	OK	 
REQUEST	928		MisCursos	1591037123086	1591037125534	OK	 
REQUEST	973		MisCursos	1591037123279	1591037125535	OK	 
REQUEST	1043		IniciadoOwner Redirect 1	1591037123176	1591037125536	OK	 
REQUEST	838		MiCertificado	1591037123282	1591037125547	OK	 
REQUEST	879		MiCertificado	1591037123587	1591037125738	OK	 
REQUEST	950		MisCursos	1591037122340	1591037125738	OK	 
REQUEST	845		MiCertificado	1591037123283	1591037125738	OK	 
REQUEST	1095		IniciadoOwner	1591037122109	1591037125738	OK	 
REQUEST	829		MiCertificado	1591037123281	1591037125738	OK	 
REQUEST	767		MiCertificado	1591037122741	1591037125738	OK	 
REQUEST	903		MiCertificado	1591037124998	1591037125738	OK	 
REQUEST	1021		MisCursos	1591037124080	1591037125738	OK	 
REQUEST	831		MiCertificado	1591037123283	1591037125738	OK	 
REQUEST	871		MiCertificado	1591037123586	1591037125738	OK	 
REQUEST	870		MisCursos	1591037123086	1591037125738	OK	 
REQUEST	1085		IniciadoOwner	1591037122126	1591037125738	OK	 
REQUEST	911		MiCertificado	1591037123759	1591037125738	OK	 
REQUEST	1063		IniciadoOwner	1591037122127	1591037125738	OK	 
REQUEST	975		MisCursos	1591037122342	1591037125739	OK	 
REQUEST	1079		IniciadoOwner	1591037122266	1591037125739	OK	 
REQUEST	1039		IniciadoOwner Redirect 1	1591037122775	1591037125739	OK	 
REQUEST	854		MiCertificado	1591037123282	1591037125739	OK	 
REQUEST	853		MiCertificado	1591037123587	1591037125739	OK	 
REQUEST	1071		IniciadoOwner	1591037122086	1591037125739	OK	 
REQUEST	966		MisCursos	1591037123281	1591037125739	OK	 
REQUEST	1119		IniciadoOwner	1591037122089	1591037125739	OK	 
REQUEST	997		MisCursos	1591037123587	1591037125739	OK	 
REQUEST	859		MiCertificado	1591037123086	1591037125740	OK	 
REQUEST	1014		MisCursos	1591037123435	1591037125740	OK	 
REQUEST	814		MiCertificado	1591037123086	1591037125740	OK	 
REQUEST	1030		MisCursos	1591037125000	1591037125740	OK	 
REQUEST	891		MiCertificado	1591037123587	1591037125740	OK	 
REQUEST	939		MisCursos	1591037123086	1591037125740	OK	 
REQUEST	1086		IniciadoOwner	1591037122034	1591037125740	OK	 
REQUEST	1123		IniciadoOwner	1591037122109	1591037125740	OK	 
REQUEST	971		MisCursos	1591037123586	1591037125740	OK	 
REQUEST	1066		IniciadoOwner	1591037122086	1591037125740	OK	 
REQUEST	1061		IniciadoOwner	1591037122127	1591037125740	OK	 
REQUEST	984		MisCursos	1591037123926	1591037125744	OK	 
REQUEST	888		MiCertificado	1591037123587	1591037125744	OK	 
REQUEST	968		MisCursos	1591037123586	1591037125745	OK	 
REQUEST	1064		IniciadoOwner	1591037122741	1591037125745	OK	 
REQUEST	1017		MisCursos	1591037123587	1591037125745	OK	 
REQUEST	761		MiCertificado	1591037123283	1591037125745	OK	 
REQUEST	841		MiCertificado	1591037122267	1591037125746	OK	 
REQUEST	969		MisCursos	1591037123586	1591037125746	OK	 
REQUEST	1001		MisCursos	1591037123759	1591037125746	OK	 
REQUEST	1033		IniciadoOwner	1591037121610	1591037125746	OK	 
REQUEST	1081		IniciadoOwner	1591037122265	1591037125747	OK	 
REQUEST	988		MisCursos	1591037123587	1591037125747	OK	 
REQUEST	924		MisCursos	1591037122401	1591037125747	OK	 
REQUEST	972		MisCursos	1591037123282	1591037125747	OK	 
REQUEST	1084		IniciadoOwner	1591037122089	1591037125747	OK	 
REQUEST	945		MisCursos	1591037123281	1591037125748	OK	 
REQUEST	1121		IniciadoOwner	1591037122401	1591037125748	OK	 
REQUEST	801		MiCertificado	1591037123086	1591037125748	OK	 
REQUEST	849		MiCertificado	1591037123104	1591037125748	OK	 
REQUEST	993		MisCursos	1591037123280	1591037125749	OK	 
REQUEST	1009		MisCursos	1591037123283	1591037125749	OK	 
REQUEST	992		MisCursos	1591037124079	1591037125749	OK	 
REQUEST	832		MiCertificado	1591037123281	1591037125749	OK	 
REQUEST	1074		IniciadoOwner	1591037122486	1591037125750	OK	 
REQUEST	978		MisCursos	1591037123282	1591037125750	OK	 
REQUEST	1090		IniciadoOwner	1591037122741	1591037125750	OK	 
REQUEST	980		MisCursos	1591037125000	1591037125753	OK	 
REQUEST	820		MiCertificado	1591037123086	1591037125754	OK	 
REQUEST	836		MiCertificado	1591037123435	1591037125754	OK	 
REQUEST	1091		IniciadoOwner	1591037122265	1591037125759	OK	 
REQUEST	1108		IniciadoOwner	1591037122264	1591037125759	OK	 
REQUEST	979		MisCursos	1591037123435	1591037125761	OK	 
REQUEST	949		MisCursos	1591037123086	1591037125762	OK	 
REQUEST	967		MisCursos	1591037123283	1591037125762	OK	 
REQUEST	799		MiCertificado	1591037123435	1591037125766	OK	 
REQUEST	833		MiCertificado	1591037123283	1591037125766	OK	 
REQUEST	1083		IniciadoOwner Redirect 1	1591037123554	1591037125771	OK	 
REQUEST	866		MiCertificado	1591037122486	1591037125792	OK	 
REQUEST	1025		MisCursos	1591037124079	1591037125793	OK	 
REQUEST	912		MiCertificado	1591037124402	1591037125794	OK	 
REQUEST	996		MisCursos	1591037124079	1591037125794	OK	 
REQUEST	1088		IniciadoOwner	1591037122266	1591037125841	OK	 
REQUEST	1088		IniciadoOwner Redirect 1	1591037125841	1591037125852	OK	 
REQUEST	907		MiCertificado	1591037124715	1591037125868	OK	 
REQUEST	1045		IniciadoOwner	1591037122264	1591037125887	OK	 
REQUEST	1073		IniciadoOwner	1591037122264	1591037125888	OK	 
REQUEST	883		MiCertificado	1591037125388	1591037125954	OK	 
REQUEST	830		MiCertificado	1591037125109	1591037125954	OK	 
REQUEST	1075		IniciadoOwner	1591037122265	1591037125995	OK	 
REQUEST	896		MisCursos	1591037122887	1591037125996	OK	 
REQUEST	916		MisCursos	1591037122887	1591037125996	OK	 
REQUEST	1118		IniciadoOwner	1591037122266	1591037125996	OK	 
REQUEST	1078		IniciadoOwner	1591037122264	1591037125997	OK	 
REQUEST	1100		IniciadoOwner	1591037122090	1591037126054	OK	 
REQUEST	919		MiCertificado	1591037124715	1591037126055	OK	 
REQUEST	994		MisCursos	1591037123587	1591037126055	OK	 
REQUEST	1072		IniciadoOwner	1591037122264	1591037126066	OK	 
USER	VerCertificado	744	END	1591037067629	1591037126091
REQUEST	913		MiCertificado	1591037125109	1591037126127	OK	 
REQUEST	1120		IniciadoOwner	1591037122741	1591037126128	OK	 
USER	VerCertificado	775	END	1591037069967	1591037126197
REQUEST	1069		IniciadoOwner	1591037122741	1591037126201	OK	 
REQUEST	1016		MisCursos	1591037124079	1591037126201	OK	 
REQUEST	900		MiCertificado	1591037124581	1591037126966	OK	 
REQUEST	1002		MisCursos	1591037123926	1591037126970	OK	 
REQUEST	974		MisCursos	1591037125000	1591037126976	OK	 
REQUEST	1059		IniciadoOwner	1591037122109	1591037126979	OK	 
REQUEST	983		MisCursos	1591037124999	1591037126980	OK	 
REQUEST	1073		IniciadoOwner Redirect 1	1591037125888	1591037126984	OK	 
REQUEST	1080		IniciadoOwner	1591037123086	1591037126985	OK	 
REQUEST	1117		IniciadoOwner	1591037124559	1591037126986	OK	 
REQUEST	1074		IniciadoOwner Redirect 1	1591037125750	1591037126992	OK	 
REQUEST	1108		IniciadoOwner Redirect 1	1591037125759	1591037127001	OK	 
REQUEST	940		MisCursos	1591037123104	1591037127002	OK	 
REQUEST	816		MiCertificado	1591037124715	1591037127004	OK	 
REQUEST	954		MisCursos	1591037123435	1591037127005	OK	 
REQUEST	1038		MisCursos	1591037125204	1591037127006	OK	 
REQUEST	1028		MisCursos	1591037125767	1591037127007	OK	 
REQUEST	897		MiCertificado	1591037124592	1591037127008	OK	 
REQUEST	1078		IniciadoOwner Redirect 1	1591037125997	1591037127015	OK	 
REQUEST	868		MiCertificado	1591037123587	1591037127017	OK	 
REQUEST	1118		IniciadoOwner Redirect 1	1591037125996	1591037127017	OK	 
REQUEST	1069		IniciadoOwner Redirect 1	1591037126201	1591037127025	OK	 
REQUEST	1059		IniciadoOwner Redirect 1	1591037126979	1591037127033	OK	 
REQUEST	844		MiCertificado	1591037125109	1591037127034	OK	 
REQUEST	848		MiCertificado	1591037125924	1591037127046	OK	 
REQUEST	1060		IniciadoOwner	1591037122086	1591037127047	OK	 
REQUEST	932		MiCertificado	1591037124715	1591037127048	OK	 
REQUEST	1115		IniciadoOwner	1591037124592	1591037127050	OK	 
REQUEST	1082		IniciadoOwner	1591037124999	1591037127051	OK	 
REQUEST	1110		IniciadoOwner	1591037124548	1591037127053	OK	 
REQUEST	1064		IniciadoOwner Redirect 1	1591037125745	1591037127077	OK	 
REQUEST	925		MiCertificado	1591037125742	1591037127078	OK	 
REQUEST	1137		IniciadoOwner	1591037124581	1591037127084	OK	 
REQUEST	1084		IniciadoOwner Redirect 1	1591037125748	1591037127099	OK	 
REQUEST	889		MiCertificado	1591037123586	1591037127106	OK	 
REQUEST	818		MiCertificado	1591037123926	1591037127106	OK	 
REQUEST	999		MisCursos	1591037125810	1591037127111	OK	 
REQUEST	982		MisCursos	1591037124864	1591037127111	OK	 
REQUEST	1100		IniciadoOwner Redirect 1	1591037126054	1591037127116	OK	 
REQUEST	1093		IniciadoOwner	1591037124603	1591037127125	OK	 
REQUEST	1063		IniciadoOwner Redirect 1	1591037125739	1591037127125	OK	 
REQUEST	1072		IniciadoOwner Redirect 1	1591037126066	1591037127182	OK	 
REQUEST	786		MiCertificado	1591037123434	1591037127183	OK	 
REQUEST	1079		IniciadoOwner Redirect 1	1591037125739	1591037127187	OK	 
REQUEST	1052		MisCursos	1591037125978	1591037127194	OK	 
REQUEST	1077		IniciadoOwner	1591037124998	1591037127254	OK	 
REQUEST	1092		IniciadoOwner	1591037124570	1591037127255	OK	 
REQUEST	1066		IniciadoOwner Redirect 1	1591037125740	1591037127255	OK	 
REQUEST	1092		IniciadoOwner Redirect 1	1591037127255	1591037127260	OK	 
REQUEST	1033		IniciadoOwner Redirect 1	1591037125746	1591037127261	OK	 
REQUEST	1081		IniciadoOwner Redirect 1	1591037125747	1591037127267	OK	 
REQUEST	1090		IniciadoOwner Redirect 1	1591037125750	1591037127267	OK	 
USER	VerCertificado	741	END	1591037067387	1591037127284
USER	VerCertificado	747	END	1591037067889	1591037127363
REQUEST	1007		MisCursos	1591037126091	1591037127375	OK	 
REQUEST	981		MisCursos	1591037125800	1591037127375	OK	 
REQUEST	1093		IniciadoOwner Redirect 1	1591037127125	1591037127376	OK	 
REQUEST	1095		IniciadoOwner Redirect 1	1591037125738	1591037127376	OK	 
USER	VerCertificado	800	END	1591037071832	1591037127470
USER	VerCertificado	756	END	1591037068535	1591037127679
USER	VerCertificado	774	END	1591037069855	1591037127711
USER	VerCertificado	764	END	1591037069267	1591037127748
USER	VerCertificado	797	END	1591037071651	1591037127748
USER	VerCertificado	802	END	1591037072033	1591037127748
USER	VerCertificado	772	END	1591037069721	1591037127788
USER	VerCertificado	822	END	1591037073631	1591037127815
REQUEST	1119		IniciadoOwner Redirect 1	1591037125739	1591037127910	OK	 
REQUEST	1047		MisCursos	1591037125978	1591037127987	OK	 
REQUEST	917		MiCertificado	1591037126367	1591037127994	OK	 
REQUEST	1117		IniciadoOwner Redirect 1	1591037126986	1591037128094	OK	 
REQUEST	1082		IniciadoOwner Redirect 1	1591037127051	1591037128094	OK	 
REQUEST	1091		IniciadoOwner Redirect 1	1591037125759	1591037128095	OK	 
REQUEST	1080		IniciadoOwner Redirect 1	1591037126985	1591037128097	OK	 
REQUEST	1075		IniciadoOwner Redirect 1	1591037125995	1591037128097	OK	 
REQUEST	1121		IniciadoOwner Redirect 1	1591037125748	1591037128098	OK	 
REQUEST	1146		IniciadoOwner	1591037124863	1591037128098	OK	 
REQUEST	882		MiCertificado	1591037123926	1591037128098	OK	 
REQUEST	1137		IniciadoOwner Redirect 1	1591037127084	1591037128103	OK	 
REQUEST	1006		MisCursos	1591037126091	1591037128178	OK	 
REQUEST	1040		MisCursos	1591037126282	1591037128178	OK	 
REQUEST	878		MiCertificado	1591037126668	1591037128178	OK	 
REQUEST	1061		IniciadoOwner Redirect 1	1591037125741	1591037128178	OK	 
REQUEST	904		MiCertificado	1591037125742	1591037128180	OK	 
REQUEST	1045		IniciadoOwner Redirect 1	1591037125888	1591037128180	OK	 
REQUEST	855		MiCertificado	1591037125109	1591037128180	OK	 
REQUEST	998		MisCursos	1591037125437	1591037128180	OK	 
USER	VerCertificado	729	END	1591037066375	1591037128229
USER	VerCertificado	795	END	1591037071464	1591037128229
USER	VerCertificado	834	END	1591037074551	1591037128253
USER	VerCertificado	807	END	1591037072434	1591037128268
USER	VerCertificado	780	END	1591037070289	1591037128291
USER	VerCertificado	796	END	1591037071530	1591037128291
REQUEST	1096		IniciadoOwner	1591037124863	1591037128302	OK	 
REQUEST	1089		IniciadoOwner	1591037126129	1591037128302	OK	 
REQUEST	1126		IniciadoOwner	1591037126020	1591037128302	OK	 
USER	VerCertificado	812	END	1591037072878	1591037128309
REQUEST	1000		MisCursos	1591037125767	1591037128314	OK	 
REQUEST	1104		IniciadoOwner	1591037124999	1591037128314	OK	 
REQUEST	933		MiCertificado	1591037127291	1591037128316	OK	 
REQUEST	1136		IniciadoOwner	1591037126031	1591037128316	OK	 
REQUEST	1051		MisCursos	1591037126091	1591037128317	OK	 
REQUEST	1129		IniciadoOwner	1591037126091	1591037128319	OK	 
USER	VerCertificado	752	END	1591037068326	1591037128415
REQUEST	1036		MisCursos	1591037126917	1591037128426	OK	 
REQUEST	1110		IniciadoOwner Redirect 1	1591037127053	1591037128426	OK	 
USER	VerCertificado	773	END	1591037069854	1591037128456
USER	VerCertificado	755	END	1591037068535	1591037128484
USER	VerCertificado	735	END	1591037066844	1591037128499
USER	VerCertificado	722	END	1591037065852	1591037128499
USER	VerCertificado	768	END	1591037069717	1591037128499
USER	VerCertificado	778	END	1591037070181	1591037128517
REQUEST	989		MisCursos	1591037127285	1591037128527	OK	 
REQUEST	1115		IniciadoOwner Redirect 1	1591037127050	1591037128527	OK	 
REQUEST	1085		IniciadoOwner Redirect 1	1591037125738	1591037128527	OK	 
REQUEST	1086		IniciadoOwner Redirect 1	1591037125740	1591037128528	OK	 
REQUEST	1120		IniciadoOwner Redirect 1	1591037126129	1591037128528	OK	 
REQUEST	1077		IniciadoOwner Redirect 1	1591037127254	1591037128528	OK	 
REQUEST	1123		IniciadoOwner Redirect 1	1591037125740	1591037128538	OK	 
USER	VerCertificado	757	END	1591037068536	1591037128563
USER	VerCertificado	815	END	1591037073128	1591037128563
USER	VerCertificado	771	END	1591037069718	1591037128563
USER	VerCertificado	712	END	1591037065107	1591037128563
USER	VerCertificado	782	END	1591037070451	1591037128575
USER	VerCertificado	719	END	1591037065632	1591037128575
USER	VerCertificado	811	END	1591037072876	1591037128668
REQUEST	1071		IniciadoOwner Redirect 1	1591037125739	1591037128690	OK	 
USER	VerCertificado	794	END	1591037071397	1591037128714
USER	VerCertificado	763	END	1591037069267	1591037128714
USER	VerCertificado	810	END	1591037072758	1591037128714
USER	VerCertificado	857	END	1591037076216	1591037128714
USER	VerCertificado	760	END	1591037069121	1591037128752
USER	VerCertificado	821	END	1591037073557	1591037128770
USER	VerCertificado	813	END	1591037072973	1591037128781
USER	VerCertificado	869	END	1591037077139	1591037128797
REQUEST	946		MiCertificado	1591037127284	1591037128809	OK	 
REQUEST	1048		MisCursos	1591037128415	1591037128809	OK	 
REQUEST	1129		IniciadoOwner Redirect 1	1591037128319	1591037128811	OK	 
USER	VerCertificado	785	END	1591037070773	1591037128821
REQUEST	1098		IniciadoOwner	1591037125741	1591037128821	OK	 
REQUEST	1053		MisCursos	1591037128422	1591037128822	OK	 
REQUEST	1146		IniciadoOwner Redirect 1	1591037128098	1591037128822	OK	 
REQUEST	1046		MisCursos	1591037127503	1591037128822	OK	 
REQUEST	1031		MisCursos	1591037125741	1591037128823	OK	 
REQUEST	1057		MisCursos	1591037127569	1591037128824	OK	 
REQUEST	1094		IniciadoOwner	1591037125742	1591037128824	OK	 
REQUEST	1060		IniciadoOwner Redirect 1	1591037127047	1591037128825	OK	 
USER	VerCertificado	817	END	1591037073278	1591037128837
USER	VerCertificado	791	END	1591037071189	1591037128837
USER	VerCertificado	847	END	1591037075462	1591037128861
USER	VerCertificado	783	END	1591037070634	1591037128897
USER	VerCertificado	781	END	1591037070450	1591037128897
USER	VerCertificado	827	END	1591037074020	1591037128897
USER	VerCertificado	819	END	1591037073467	1591037128933
REQUEST	1107		IniciadoOwner	1591037126703	1591037128940	OK	 
USER	VerCertificado	711	END	1591037065051	1591037128945
USER	VerCertificado	798	END	1591037071698	1591037128945
USER	VerCertificado	751	END	1591037068324	1591037128954
USER	VerCertificado	787	END	1591037070872	1591037128978
USER	VerCertificado	779	END	1591037070287	1591037128978
USER	VerCertificado	874	END	1591037077521	1591037129021
USER	VerCertificado	839	END	1591037074881	1591037129021
USER	VerCertificado	809	END	1591037072641	1591037129079
USER	VerCertificado	790	END	1591037071081	1591037129129
REQUEST	1139		IniciadoOwner	1591037125741	1591037129138	OK	 
REQUEST	875		MiCertificado	1591037128752	1591037129138	OK	 
REQUEST	1049		MisCursos	1591037127644	1591037129138	OK	 
REQUEST	1023		MisCursos	1591037128371	1591037129140	OK	 
REQUEST	1104		IniciadoOwner Redirect 1	1591037128314	1591037129141	OK	 
REQUEST	1096		IniciadoOwner Redirect 1	1591037128302	1591037129142	OK	 
REQUEST	1010		MisCursos	1591037127569	1591037129142	OK	 
REQUEST	1126		IniciadoOwner Redirect 1	1591037128302	1591037129143	OK	 
REQUEST	953		MiCertificado	1591037128229	1591037129149	OK	 
REQUEST	1089		IniciadoOwner Redirect 1	1591037128302	1591037129150	OK	 
REQUEST	991		MisCursos	1591037128264	1591037129150	OK	 
REQUEST	1106		IniciadoOwner	1591037127644	1591037129150	OK	 
REQUEST	1139		IniciadoOwner Redirect 1	1591037129138	1591037129164	OK	 
REQUEST	851		MiCertificado	1591037128861	1591037129171	OK	 
REQUEST	987		MisCursos	1591037128792	1591037129172	OK	 
USER	VerCertificado	777	END	1591037070071	1591037129193
USER	VerCertificado	769	END	1591037069719	1591037129193
USER	VerCertificado	717	END	1591037065453	1591037129193
USER	VerCertificado	770	END	1591037069721	1591037129216
USER	VerCertificado	793	END	1591037071325	1591037129280
REQUEST	1141		IniciadoOwner	1591037125741	1591037129304	OK	 
REQUEST	1114		IniciadoOwner	1591037127644	1591037129305	OK	 
REQUEST	1136		IniciadoOwner Redirect 1	1591037128317	1591037129309	OK	 
REQUEST	1138		IniciadoOwner	1591037125883	1591037129310	OK	 
REQUEST	1024		MisCursos	1591037128371	1591037129311	OK	 
USER	VerCertificado	792	END	1591037071324	1591037129333
USER	VerCertificado	824	END	1591037073826	1591037129333
USER	VerCertificado	823	END	1591037073723	1591037129466
USER	VerCertificado	784	END	1591037070636	1591037129466
USER	VerCertificado	828	END	1591037074122	1591037129466
REQUEST	986		MisCursos	1591037129130	1591037129493	OK	 
USER	VerCertificado	864	END	1591037076768	1591037129600
USER	VerCertificado	765	END	1591037069423	1591037129620
USER	VerCertificado	806	END	1591037072329	1591037129795
USER	VerCertificado	840	END	1591037074927	1591037129878
USER	VerCertificado	846	END	1591037075394	1591037129879
USER	VerCertificado	842	END	1591037075089	1591037129949
USER	VerCertificado	861	END	1591037076533	1591037130029
USER	VerCertificado	858	END	1591037076316	1591037130029
USER	VerCertificado	788	END	1591037070954	1591037130051
REQUEST	1018		MisCursos	1591037128770	1591037130182	OK	 
REQUEST	1106		IniciadoOwner Redirect 1	1591037129151	1591037130184	OK	 
REQUEST	1101		IniciadoOwner	1591037126587	1591037130195	OK	 
REQUEST	1022		MisCursos	1591037128897	1591037130200	OK	 
REQUEST	1101		IniciadoOwner Redirect 1	1591037130195	1591037130210	OK	 
REQUEST	931		MiCertificado	1591037129529	1591037130234	OK	 
REQUEST	1099		IniciadoOwner	1591037126129	1591037130238	OK	 
REQUEST	1099		IniciadoOwner Redirect 1	1591037130238	1591037130244	OK	 
REQUEST	955		MiCertificado	1591037129583	1591037130266	OK	 
REQUEST	1098		IniciadoOwner Redirect 1	1591037128822	1591037130283	OK	 
REQUEST	898		MiCertificado	1591037128909	1591037130290	OK	 
REQUEST	961		MiCertificado	1591037129620	1591037130290	OK	 
REQUEST	1140		IniciadoOwner	1591037125741	1591037130292	OK	 
REQUEST	893		MiCertificado	1591037129793	1591037130299	OK	 
REQUEST	1140		IniciadoOwner Redirect 1	1591037130292	1591037130300	OK	 
REQUEST	1161		IniciadoOwner	1591037128188	1591037130303	OK	 
REQUEST	1122		IniciadoOwner	1591037128052	1591037130304	OK	 
REQUEST	908		MiCertificado	1591037129793	1591037130307	OK	 
REQUEST	1122		IniciadoOwner Redirect 1	1591037130304	1591037130316	OK	 
REQUEST	1154		IniciadoOwner	1591037128714	1591037130318	OK	 
REQUEST	958		MiCertificado	1591037129333	1591037130328	OK	 
REQUEST	1004		MisCursos	1591037128838	1591037130331	OK	 
REQUEST	990		MisCursos	1591037129360	1591037130368	OK	 
REQUEST	876		MiCertificado	1591037129529	1591037130369	OK	 
USER	VerCertificado	863	END	1591037076675	1591037130370
USER	VerCertificado	805	END	1591037072222	1591037130372
REQUEST	1133		IniciadoOwner	1591037126282	1591037130386	OK	 
REQUEST	1008		MisCursos	1591037129529	1591037130397	OK	 
REQUEST	1128		IniciadoOwner	1591037126042	1591037130418	OK	 
REQUEST	1102		IniciadoOwner	1591037125741	1591037130419	OK	 
REQUEST	901		MiCertificado	1591037129193	1591037130420	OK	 
REQUEST	923		MiCertificado	1591037129216	1591037130421	OK	 
REQUEST	1107		IniciadoOwner Redirect 1	1591037128940	1591037130427	OK	 
REQUEST	1068		MisCursos	1591037129583	1591037130430	OK	 
REQUEST	1130		IniciadoOwner	1591037125741	1591037130431	OK	 
REQUEST	1103		IniciadoOwner	1591037125967	1591037130432	OK	 
REQUEST	1161		IniciadoOwner Redirect 1	1591037130303	1591037130443	OK	 
REQUEST	1154		IniciadoOwner Redirect 1	1591037130318	1591037130456	OK	 
REQUEST	1141		IniciadoOwner Redirect 1	1591037129304	1591037130462	OK	 
REQUEST	1094		IniciadoOwner Redirect 1	1591037128824	1591037130467	OK	 
REQUEST	1114		IniciadoOwner Redirect 1	1591037129305	1591037130472	OK	 
REQUEST	1005		MisCursos	1591037128897	1591037130509	OK	 
REQUEST	944		MiCertificado	1591037129465	1591037130515	OK	 
REQUEST	1003		MisCursos	1591037128861	1591037130555	OK	 
REQUEST	884		MiCertificado	1591037130372	1591037130560	OK	 
USER	VerCertificado	835	END	1591037074550	1591037130578
USER	VerCertificado	804	END	1591037072169	1591037130667
USER	VerCertificado	843	END	1591037075152	1591037130702
USER	VerCertificado	762	END	1591037069122	1591037130702
REQUEST	952		MiCertificado	1591037129583	1591037130714	OK	 
USER	VerCertificado	825	END	1591037073915	1591037130767
USER	VerCertificado	862	END	1591037076603	1591037130768
USER	VerCertificado	803	END	1591037072168	1591037130768
USER	VerCertificado	723	END	1591037065898	1591037130769
USER	VerCertificado	789	END	1591037071080	1591037130769
USER	VerCertificado	808	END	1591037072434	1591037130770
USER	VerCertificado	776	END	1591037070071	1591037130770
REQUEST	1133		IniciadoOwner Redirect 1	1591037130386	1591037130782	OK	 
REQUEST	1037		MisCursos	1591037129193	1591037130853	OK	 
REQUEST	906		MiCertificado	1591037129673	1591037130854	OK	 
REQUEST	1042		MisCursos	1591037128821	1591037130855	OK	 
REQUEST	1138		IniciadoOwner Redirect 1	1591037129310	1591037130862	OK	 
REQUEST	899		MiCertificado	1591037129360	1591037130862	OK	 
REQUEST	1220		IniciadoOwner	1591037128820	1591037130907	OK	 
USER	VerCertificado	880	END	1591037078001	1591037130977
USER	VerCertificado	826	END	1591037073966	1591037130978
REQUEST	1142		IniciadoOwner	1591037126091	1591037130994	OK	 
REQUEST	1113		IniciadoOwner	1591037128071	1591037130994	OK	 
USER	VerCertificado	865	END	1591037076833	1591037131167
USER	VerCertificado	891	END	1591037078830	1591037132599
USER	VerCertificado	871	END	1591037077307	1591037132599
USER	VerCertificado	801	END	1591037071912	1591037132599
USER	VerCertificado	879	END	1591037077930	1591037132748
USER	VerCertificado	859	END	1591037076394	1591037132748
USER	VerCertificado	903	END	1591037079871	1591037132748
USER	VerCertificado	853	END	1591037075930	1591037132748
USER	VerCertificado	829	END	1591037074157	1591037132748
USER	VerCertificado	911	END	1591037080466	1591037132748
USER	VerCertificado	799	END	1591037071831	1591037132748
USER	VerCertificado	837	END	1591037074723	1591037132748
USER	VerCertificado	912	END	1591037080466	1591037132748
USER	VerCertificado	888	END	1591037078620	1591037132748
USER	VerCertificado	814	END	1591037073041	1591037132748
USER	VerCertificado	854	END	1591037075979	1591037132748
USER	VerCertificado	845	END	1591037075320	1591037132748
USER	VerCertificado	849	END	1591037075600	1591037132748
USER	VerCertificado	767	END	1591037069547	1591037132748
USER	VerCertificado	832	END	1591037074433	1591037132748
USER	VerCertificado	841	END	1591037074989	1591037132748
USER	VerCertificado	838	END	1591037074776	1591037132748
USER	VerCertificado	831	END	1591037074312	1591037132748
USER	VerCertificado	833	END	1591037074487	1591037132748
USER	VerCertificado	866	END	1591037076897	1591037132748
USER	VerCertificado	836	END	1591037074639	1591037132748
USER	VerCertificado	820	END	1591037073468	1591037132748
USER	VerCertificado	761	END	1591037069121	1591037132749
USER	VerCertificado	907	END	1591037080082	1591037132871
USER	VerCertificado	883	END	1591037078224	1591037132964
USER	VerCertificado	830	END	1591037074236	1591037132964
USER	VerCertificado	919	END	1591037080990	1591037133028
REQUEST	1056		MisCursos	1591037129466	1591037133094	OK	 
REQUEST	1116		IniciadoOwner	1591037129991	1591037133107	OK	 
REQUEST	977		MiCertificado	1591037130371	1591037133110	OK	 
REQUEST	1196		IniciadoOwner	1591037129333	1591037133118	OK	 
USER	VerCertificado	913	END	1591037080537	1591037133195
REQUEST	965		MiCertificado	1591037130372	1591037133195	OK	 
REQUEST	1179		IniciadoOwner	1591037128861	1591037133196	OK	 
REQUEST	1035		MisCursos	1591037130667	1591037133240	OK	 
REQUEST	881		MiCertificado	1591037129216	1591037133277	OK	 
REQUEST	951		MiCertificado	1591037130702	1591037133278	OK	 
REQUEST	1144		IniciadoOwner	1591037126129	1591037133335	OK	 
REQUEST	926		MiCertificado	1591037129878	1591037133336	OK	 
REQUEST	1026		MisCursos	1591037129949	1591037133336	OK	 
REQUEST	947		MiCertificado	1591037129465	1591037133369	OK	 
REQUEST	959		MiCertificado	1591037129375	1591037133372	OK	 
REQUEST	938		MiCertificado	1591037129645	1591037133373	OK	 
